"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"285","TC0100017488.hg.1","LBR","3930","lamin B receptor",-0.556811030219103,8.38630120301697,-2.53146537045884,0.0199902041018193,0.0330783463289416,-4.08549180642914
"286","TC0100017500.hg.1","TMEM63A","9725","transmembrane protein 63A",0.800389588733411,6.70099206751232,3.25381072348716,0.00403266471088342,0.00844939272756525,-2.56755393093671
"287","TC0100017505.hg.1","SDE2","163859","SDE2 telomere maintenance homolog",-0.626042735062901,6.50946725599511,-3.42298987615515,0.00273884385164546,0.00610688156110135,-2.19363411886502
"288","TC0100017528.hg.1","PARP1","142","poly(ADP-ribose) polymerase 1",1.1686248532026,5.2301523837447,4.81243682186912,0.000110065095274673,0.000483825632891521,0.969791819050104
"289","TC0100017534.hg.1","ITPKB","3707","inositol-trisphosphate 3-kinase B",0.982176241656857,6.23466021654923,4.87382502363943,9.56207609838616e-05,0.000434810940694331,1.10974923682619
"290","TC0100017664.hg.1","NUP133","55746","nucleoporin 133",0.765974420820297,2.8297823109215,3.02915314876478,0.00670359437731985,0.01296926550386,-3.05517691250363
"291","TC0100017722.hg.1","C1orf131","128061","chromosome 1 open reading frame 131",0.910928041885343,3.20740275505079,2.95895934785621,0.00784463459449902,0.0148655503800597,-3.20505635529313
"292","TC0100017748.hg.1","SIPA1L2","57568","signal induced proliferation associated 1 like 2",-1.11888747340134,6.01988011026145,-4.39729651478701,0.000286723543123858,0.00099523874472744,0.0197501274799761
"293","TC0100017761.hg.1","PCNX2","80003","pecanex 2",1.78659429681021,5.79588689741114,8.08743537514242,1.09652336170461e-07,3.42293103451032e-06,7.88297267178233
"294","TC0100017788.hg.1","TARBP1","6894","TAR (HIV-1) RNA binding protein 1",1.2750743696252,4.64293893594661,5.24366195076164,4.12356195055945e-05,0.000228128953106807,1.94802777896006
"295","TC0100017793.hg.1","IRF2BP2","359948","interferon regulatory factor 2 binding protein 2",-0.884662319712451,6.84799431574032,-3.70561302323414,0.00142724785031923,0.00359144066910394,-1.55934232347822
"296","TC0100017836.hg.1","LYST","1130","lysosomal trafficking regulator",-0.814562291399389,8.37853382621073,-3.5826103644956,0.0018966337406204,0.00452032501357638,-1.83665448316985
"297","TC0100017844.hg.1","NID1","4811","nidogen 1",-1.03358008077825,4.66597844227759,-4.37639436713019,0.00030094994559334,0.00103528573986689,-0.0281694606280185
"298","TC0100017860.hg.1","HEATR1","55127","HEAT repeat containing 1",1.15496454082448,5.97709006135829,4.7292982654622,0.000133222242854455,0.000556497976480634,0.77996376723519
"299","TC0100018233.hg.1","FPGT","8790","fucose-1-phosphate guanylyltransferase",1.28875750406401,4.52527837438875,5.24901916784772,4.07399395911426e-05,0.000225952606135749,1.96009756319941
"300","TC0100018238.hg.1","DNAJB4","11080","DnaJ heat shock protein family (Hsp40) member B4",0.537912941529773,4.42979388723047,2.41001322846834,0.0258572052928118,0.0412786069290913,-4.32348396266304
"301","TC0100018246.hg.1","LRRC8C","84230","leucine rich repeat containing 8 VRAC subunit C",1.21472897992253,7.71205406487187,6.35127543583123,3.61927694794187e-06,3.82632940491795e-05,4.38209908489608
"302","TC0100018257.hg.1","GNAI3","2773","G protein subunit alpha i3",-1.31910010467128,7.33724106887547,-6.85463339526533,1.25976029258858e-06,1.82319275853292e-05,5.43952998423376
"303","TC0100018260.hg.1","AMPD2","271","adenosine monophosphate deaminase 2",-0.973589227217755,7.1986954418852,-3.72927747074512,0.00135114935446775,0.00346070152362247,-1.50580288186488
"304","TC0100018261.hg.1","GSTM4","2948","glutathione S-transferase mu 4",1.16969983750976,5.5999372124716,4.06986226548962,0.000612986688009753,0.00185388913054254,-0.730358121784795
"305","TC0100018262.hg.1","GSTM2","2946","glutathione S-transferase mu 2",0.827810155126799,5.89698527596708,3.02738274300569,0.00673029288719892,0.0130045809865575,-3.05897279337123
"306","TC0100018263.hg.1","GSTM1","2944","glutathione S-transferase mu 1",0.757776742355277,5.29088462481388,2.30580958085781,0.0321309070421954,0.049897408583174,-4.52260599323886
"307","TC0100018299.hg.1","SLC27A3","11000","solute carrier family 27 member 3",0.574964428289465,5.50619552891345,2.41171005880644,0.0257651764644484,0.0411661113286113,-4.32020160342093
"308","TC0100018323.hg.1","IER5","51278","immediate early response 5",-2.1247839736881,6.21914749074259,-7.42072807323847,4.00308115296529e-07,8.4064704212271e-06,6.5877926923633
"309","TC0100018387.hg.1","CDK11B","984","cyclin dependent kinase 11B",-0.755035556064843,5.25780092133161,-2.74424898870861,0.0126141482395218,0.0222857991841647,-3.65482003373034
"310","TC0100018437.hg.1","MKNK1","8569","MAPK interacting serine/threonine kinase 1",-1.03389327639777,6.43699344532406,-4.41094735224223,0.000277799919864475,0.000971563686429883,0.0510447641120964
"311","TC0100018451.hg.1","GBP2","2634","guanylate binding protein 2",-0.823311486903897,8.52664904175893,-3.75000050824688,0.00128782367994181,0.0033501448741224,-1.45887335161421
"312","TC0100018462.hg.1","CLCC1","23155","chloride channel CLIC like 1",0.963955824625984,6.21428079982935,4.09108975271069,0.000583495573177913,0.0017781989103443,-0.681806731426319
"313","TC0100018465.hg.1","BCAS2","10286","BCAS2 pre-mRNA processing factor",-0.833478591636771,5.62299821893488,-3.61581230228723,0.00175666423285609,0.00424465939110625,-1.76197178528044
"314","TC0100018466.hg.1","DENND2C","163259","DENN domain containing 2C",-0.685256163484024,3.56174409597941,-3.01925550772119,0.00685418042539655,0.0132163245264324,-3.07638799377163
"315","TC0100018478.hg.1","NBPF10","100132406","NBPF member 10",-0.596974702054034,7.97188648988417,-2.3119695377308,0.0317240185870079,0.0493484733575679,-4.51097232175313
"316","TC0100018481.hg.1","NOTCH2NLA","388677","notch 2 N-terminal like A",-0.881168660785129,7.00520473016805,-4.34581976142221,0.00032304932819909,0.00109741757079397,-0.0982644915766731
"317","TC0100018483.hg.1","H2BC21","8349","H2B clustered histone 21",-1.31745711430013,8.03348147549202,-5.22361033651888,4.31460899384509e-05,0.00023617883354934,1.90283099896363
"318","TC0100018484.hg.1","MCL1","4170","MCL1 apoptosis regulator, BCL2 family member",-1.70926122637318,10.0478905354237,-9.70733724289047,5.99392588868594e-09,6.29362218312024e-07,10.7764327487423
"319","TC0100018496.hg.1","PYGO2","90780","pygopus family PHD finger 2",0.860248182225284,5.15514365496983,3.90879430780578,0.000891052754674775,0.00248440780120547,-1.09805068768709
"320","TC0100018498.hg.1","KRTCAP2","200185","keratinocyte associated protein 2",0.95549274024332,7.62863567451154,4.33156927761137,0.000333900405242792,0.00112847101113511,-0.130934410541831
"321","TC0100018519.hg.1","F11R","50848","F11 receptor",-0.911033196139255,7.62157824986598,-4.39937616787631,0.000285345652807795,0.000991946513146737,0.024517799839014
"322","TC0100018539.hg.1","LHX4-AS1","100527964","LHX4 antisense RNA 1",1.45506961684409,4.35097860585,7.13177107172942,7.14817973216448e-07,1.23687604354307e-05,6.00719795089807
"323","TC0100018562.hg.1","AIDA","64853","axin interactor, dorsalization associated",0.75168835644249,6.53137175177967,2.97929755925861,0.00749603454515965,0.0142811049891289,-3.16176302889565
"324","TC0100018568.hg.1","ARID4B","51742","AT-rich interaction domain 4B",-1.12952832414795,5.96488202276734,-4.98822726639221,7.36245680413537e-05,0.00035654665026316,1.37002245101286
"325","TC0200006476.hg.1","SNTG2","54221","syntrophin gamma 2",0.740199038979472,6.20889575147132,2.8896879380922,0.00915300124697846,0.0169485300173118,-3.35165772564333
"326","TC0200006524.hg.1","TRAPPC12","51112","trafficking protein particle complex subunit 12",0.963539138098143,6.03373604014124,4.0326706051704,0.000668296138683334,0.00197412286490857,-0.815377720754128
"327","TC0200006536.hg.1","RPS7","6201","ribosomal protein S7",-1.9272160815885,6.85643599123054,-4.84596858884894,0.000101920594997212,0.000454949902306397,1.04626366318305
"328","TC0200006583.hg.1","RNF144A","9781","ring finger protein 144A",0.987750497063555,5.84883718056862,5.21487228785151,4.40066107760533e-05,0.000239188872688666,1.88312517251622
"329","TC0200006648.hg.1","IAH1","285148","isoamyl acetate hydrolyzing esterase 1 (putative)",0.570778288959291,6.27424844089443,2.42433199286719,0.0250901299551529,0.0402487501363911,-4.29574667670591
"330","TC0200006665.hg.1","TAF1B","9014","TATA-box binding protein associated factor, RNA polymerase I subunit B",1.12728604901648,2.71647431857773,3.71215222513348,0.00140580451561946,0.0035490802525475,-1.54455334940922
"331","TC0200006677.hg.1","RRM2","6241","ribonucleotide reductase regulatory subunit M2",-1.05262574381383,5.48064386221863,-3.24476066255654,0.00411662395459188,0.00860579306344547,-2.58740758443501
"332","TC0200006757.hg.1","TRIB2","28951","tribbles pseudokinase 2",1.56373305838236,5.72204837224562,4.79160874142854,0.000115453093411525,0.000502253570208327,0.922264506453345
"333","TC0200006951.hg.1","UBXN2A","165324","UBX domain protein 2A",-0.991788183732305,4.62427388564457,-3.49581071997996,0.00231670732643451,0.00531664159241096,-2.03122502312321
"334","TC0200007049.hg.1","TMEM214","54867","transmembrane protein 214",1.05398760778889,6.76241586706606,5.51594398311238,2.23827303544892e-05,0.000140412878859029,2.55832160624678
"335","TC0200007058.hg.1","ATRAID","51374","all-trans retinoic acid induced differentiation factor",0.770796189823351,6.99926817072781,3.46291441463857,0.00249882270369737,0.00564526204942878,-2.10469105604777
"336","TC0200007067.hg.1","NRBP1","29959","nuclear receptor binding protein 1",-0.940411570706306,6.72702430560109,-5.08010159912537,5.97288983831583e-05,0.000302242618324415,1.57845520859169
"337","TC0200007132.hg.1","YPEL5","51646","yippee like 5",-1.98590929687242,8.16155672061654,-8.58617121100273,4.32542354104873e-08,1.81667788724047e-06,8.81146967810269
"338","TC0200007144.hg.1","LCLAT1","253558","lysocardiolipin acyltransferase 1",1.16858566787417,6.21212071560097,4.47711254290357,0.00023835386712105,0.000863005380955524,0.202708940443105
"339","TC0200007174.hg.1","SPAST","6683","spastin",-0.543240381876754,6.32779682616655,-2.44282728800392,0.0241306895048659,0.0389259027627376,-4.25978902726958
"340","TC0200007176.hg.1","SLC30A6","55676","solute carrier family 30 member 6",1.17448461242314,6.21802084875984,4.48335461653932,0.000234937161003727,0.000856001327947333,0.217014578480448
"341","TC0200007200.hg.1","LTBP1","4052","latent transforming growth factor beta binding protein 1",-1.75801783536437,6.51952647482051,-6.43323125363728,3.04096962346957e-06,3.37980965103118e-05,4.55652848914486
"342","TC0200007261.hg.1","QPCT","25797","glutaminyl-peptide cyclotransferase",-1.70071035831263,8.18886666606817,-6.12257279756354,5.91007490991571e-06,5.42833918167208e-05,3.89087092116343
"343","TC0200007411.hg.1","PPM1B","5495","protein phosphatase, Mg2+/Mn2+ dependent 1B",-0.57643070736161,6.98314292836304,-2.97147845757317,0.00762824982875451,0.0145090630748645,-3.17842042827855
"344","TC0200007609.hg.1","SPTBN1","6711","spectrin beta, non-erythrocytic 1",1.21456496418693,7.30787455802621,5.26906269173571,3.89386281604685e-05,0.000218056317698624,2.00523469995452
"345","TC0200007717.hg.1","AHSA2P","130872","activator of HSP90 ATPase homolog 2, pseudogene",0.876212912821336,6.06904925262596,2.56430146654823,0.0186332769189521,0.0312017902738524,-4.02012429609229
"346","TC0200007746.hg.1","B3GNT2","10678","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",-0.981749305939058,6.07847230288325,-4.02528766532363,0.000679855360827403,0.00200059348218,-0.832247657683145
"347","TC0200007785.hg.1","UGP2","7360","UDP-glucose pyrophosphorylase 2",-1.16852039214429,5.35093473727075,-4.75499636850534,0.000125580581436827,0.000532770047397714,0.83867157629524
"348","TC0200007803.hg.1","LGALSL","29094","galectin like",-1.40992603802761,6.4447752032297,-5.17914408300908,4.77109373888318e-05,0.000253653084852017,1.80248935781106
"349","TC0200007854.hg.1","MEIS1","4211","Meis homeobox 1",-1.71173619441479,4.86447932445924,-6.51036280620246,2.58344720782036e-06,3.02932134521068e-05,4.7198998727318
"350","TC0200007872.hg.1","ETAA1","54465","ETAA1 activator of ATR kinase",0.696538482682334,4.34236976138004,3.4581512331945,0.00252633385163162,0.0056962725205164,-2.11531520364413
"351","TC0200007895.hg.1","PLEK","5341","pleckstrin",-1.87870670606455,8.28313227828053,-8.18254283694985,9.159848610116e-08,2.98911588446489e-06,8.06268439740164
"352","TC0200007954.hg.1","PCYOX1","51449","prenylcysteine oxidase 1",1.18860326879392,5.30612241598338,4.09673036727155,0.000575900742995985,0.00175853366334531,-0.668902655902792
"353","TC0200008005.hg.1","DYSF","8291","dysferlin",-1.67651610804512,7.07639139329545,-5.72221337703645,1.41637109682606e-05,9.92964259079876e-05,3.01593301828705
"354","TC0200008047.hg.1","ALMS1","7840","ALMS1 centrosome and basal body associated protein",1.87245004911998,4.75182600691912,5.94200044070163,8.74490891542509e-06,7.17188519193423e-05,3.49852998219242
"355","TC0200008071.hg.1","MTHFD2","10797","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",-0.969667412413997,6.56237528618255,-4.13317294040844,0.000529161694801583,0.00164739018192946,-0.585505822777209
"356","TC0200008259.hg.1","MAT2A","4144","methionine adenosyltransferase 2A",0.913219778443602,6.55748107455079,3.34156435321773,0.0033006693395363,0.0071575181133219,-2.3742336583828
"357","TC0200008261.hg.1","VAMP5","10791","vesicle associated membrane protein 5",-0.672077665577647,5.25440759839027,-2.5178329017773,0.0205803960867343,0.0339213092831653,-4.11250584359576
"358","TC0200008268.hg.1","GNLY","10578","granulysin",1.75710723904187,9.23527203108836,7.94520555231502,1.43822623951969e-07,4.02703347065514e-06,7.61187418452129
"359","TC0200008351.hg.1","RPIA","22934","ribose 5-phosphate isomerase A",0.665668655181877,5.0935475070647,2.4275969854773,0.0249182143004862,0.0400146507015107,-4.28940963334345
"360","TC0200008447.hg.1","TEKT4","150483","tektin 4",-0.613061703725856,4.76534459543055,-2.75149784248089,0.0124154401131552,0.0220020457701484,-3.63986845782837
"361","TC0200008452.hg.1","MAL","4118","mal, T cell differentiation protein",1.59487937962123,6.42551533223268,6.74285299830089,1.5878605036761e-06,2.11409669365521e-05,5.20760976314535
"362","TC0200008458.hg.1","ZNF2","7549","zinc finger protein 2",0.872728386422446,2.4993160658834,3.92997898102534,0.000848288604372781,0.00238612982446723,-1.04977268880153
"363","TC0200008501.hg.1","ITPRIPL1","150771","ITPRIP like 1",0.836191374263995,5.33512567116664,3.77630482173511,0.0012116691378274,0.0031813575799565,-1.39924676137811
"364","TC0200008534.hg.1","ANKRD36","375248","ankyrin repeat domain 36",1.07867871727708,6.7031515028168,3.07591001217733,0.00603444639393613,0.0118836923870354,-2.95464477362986
"365","TC0200008556.hg.1","ZAP70","7535","zeta chain of T cell receptor associated protein kinase 70",1.80836717759894,6.52398395675127,8.47347497922652,5.32215015707025e-08,2.06624653156845e-06,8.6046553794003
"366","TC0200008632.hg.1","RPL31","6160","ribosomal protein L31",-1.5274246328586,7.09243552926909,-6.48765895653303,2.71024379961646e-06,3.13241117131163e-05,4.67189129438581
"367","TC0200008655.hg.1","MAP4K4","9448","mitogen-activated protein kinase kinase kinase kinase 4",-0.791108459658882,7.43744935413895,-3.85613008609919,0.00100689943579897,0.00272997382241271,-1.21793603283243
"368","TC0200008663.hg.1","IL1R2","7850","interleukin 1 receptor type 2",-3.08588614556563,8.25221613096173,-9.20235511689101,1.43217358176593e-08,9.43718452932898e-07,9.91190833890991
"369","TC0200008666.hg.1","IL1R1","3554","interleukin 1 receptor type 1",-1.24943117860672,4.87410483164671,-3.85759904861375,0.00100347334525246,0.00272548315994494,-1.21459477230307
"370","TC0200008675.hg.1","IL18RAP","8807","interleukin 18 receptor accessory protein",-1.74044862789092,7.83476594366909,-6.30041503183877,4.03397621236258e-06,4.18808316878991e-05,4.27342109191436
"371","TC0200008806.hg.1","LIMS1","3987","LIM zinc finger domain containing 1",-1.64535719981167,7.30829402770478,-7.78695167548053,1.95111404948897e-07,5.0641274767635e-06,7.30691892500855
"372","TC0200008807.hg.1","RANBP2","5903","RAN binding protein 2",-1.43519651969616,6.09918218401463,-5.53867197196697,2.12772235788449e-05,0.000135214268135163,2.60895424411441
"373","TC0200008894.hg.1","MERTK","10461","MER proto-oncogene, tyrosine kinase",-1.27796717241062,3.9145179673341,-3.92462703038204,0.000858895119055275,0.00240490633335477,-1.06197202175244
"374","TC0200008984.hg.1","RABL2A","11159","RAB, member of RAS oncogene family like 2A",1.22817014205264,5.23351731062608,5.46244657926679,2.52224683176764e-05,0.000154341461758497,2.4389451697733
"375","TC0200008996.hg.1","ACTR3","10096","actin related protein 3",-1.0671987371687,9.07379545648457,-4.55488826370749,0.000199135295906746,0.000754102514007515,0.380910218508425
"376","TC0200009065.hg.1","DBI","1622","diazepam binding inhibitor, acyl-CoA binding protein",-1.6069813180519,5.68114230574264,-6.55618034617483,2.34582600705103e-06,2.82232191473327e-05,4.81657877209548
"377","TC0200009074.hg.1","PTPN4","5775","protein tyrosine phosphatase non-receptor type 4",1.57582650590136,6.46663680979797,5.95510736838188,8.49856412439461e-06,7.06175652063005e-05,3.52713725283511
"378","TC0200009091.hg.1","RALB","5899","RAS like proto-oncogene B",-1.67733311127415,7.62086431982722,-7.21332581029377,6.06222329912224e-07,1.09404186101347e-05,6.1722372989856
"379","TC0200009189.hg.1","GYPC","2995","glycophorin C (Gerbich blood group)",2.3148042728163,8.92179711601606,8.41772452062945,5.9006817522031e-08,2.2345204668179e-06,8.50170194358663
"380","TC0200009299.hg.1","IMP4","92856","IMP U3 small nucleolar ribonucleoprotein 4",0.4782532927714,5.23649281359862,2.59126470004655,0.0175843906501507,0.029687441480554,-3.96613745642109
"381","TC0200009440.hg.1","R3HDM1","23518","R3H domain containing 1",1.43432691051491,7.38958763094084,5.61187006011786,1.80814893321618e-05,0.000118828564316625,2.77167472455845
"382","TC0200009447.hg.1","UBXN4","23190","UBX domain protein 4",-0.965929329468315,7.57730499911325,-4.94901596716574,8.05164268245647e-05,0.000381523991722553,1.28090022719965
"383","TC0200009487.hg.1","SPOPL","339745","speckle type BTB/POZ protein like",-0.850506773686793,7.17681792503833,-3.42659162697977,0.00271629177174937,0.00606831140497201,-2.18562038247784
"384","TC0200009537.hg.1","KYNU","8942","kynureninase",-1.07623030995194,4.42060850174796,-2.94077403548176,0.00816952547418679,0.0153894958347641,-3.2436720340941
"385","TC0200009662.hg.1","TNFAIP6","7130","TNF alpha induced protein 6",-2.25714708796287,6.18075597587249,-4.68907024512673,0.000146141310924307,0.000599088603789084,0.688009763595355
"386","TC0200009806.hg.1","TANK","10010","TRAF family member associated NFKB activator",-0.644697877354768,7.31245432878607,-2.70509351960385,0.0137409296841872,0.0239739785275471,-3.73527921821348
"387","TC0200009829.hg.1","GCA","25801","grancalcin",-0.996698196539667,8.58126344587745,-3.08107883134933,0.00596457471049402,0.0117748219455325,-2.94349853739082
"388","TC0200009911.hg.1","PPIG","9360","peptidylprolyl isomerase G",-0.811207248104665,5.85898101029774,-4.71814325351435,0.000136684258152917,0.000566350917189664,0.754471625299105
"389","TC0200009938.hg.1","GORASP2","26003","golgi reassembly stacking protein 2",1.36846790729215,6.02317096005338,4.12690056460047,0.000536926679277047,0.00166677463836178,-0.599862964109599
"390","TC0200009949.hg.1","DCAF17","80067","DDB1 and CUL4 associated factor 17",1.13808567667444,4.59441184392981,3.5847123555416,0.00188745458516239,0.00450415298731934,-1.83193039813769
"391","TC0200009955.hg.1","CYBRD1","79901","cytochrome b reductase 1",1.04109520713064,5.80042526947142,2.43923967755104,0.0243140777876568,0.0392007209563549,-4.26677524739072
"392","TC0200009964.hg.1","HAT1","8520","histone acetyltransferase 1",-1.59408920517198,6.42357166322319,-6.25757186392158,4.42110015154861e-06,4.47927252196372e-05,4.18162139140061
"393","TC0200009973.hg.1","ITGA6","3655","integrin subunit alpha 6",0.98222777065234,5.64494021907419,2.90196038193274,0.00890684267805131,0.01657253853105,-3.32578388678385
"394","TC0200010157.hg.1","ITGA4","3676","integrin subunit alpha 4",0.964714752094499,7.34365043947464,4.89941207167389,9.01824489480293e-05,0.000417059974114009,1.16802650753607
"395","TC0200010164.hg.1","ITPRID2","6744","ITPR interacting domain containing 2",-0.912490910070678,4.29550454910122,-4.55907838667998,0.000197217596180647,0.000749913822514066,0.390507399560196
"396","TC0200010214.hg.1","ZC3H15","55854","zinc finger CCCH-type containing 15",-2.24615797721178,5.15974592290643,-9.95672656723899,3.94208623507384e-09,5.48664219306033e-07,11.1913735865534
"397","TC0200010253.hg.1","ANKAR","150709","ankyrin and armadillo repeat containing",1.39690974386463,4.08941605098034,4.61922723920469,0.000171657187529709,0.000676669118077862,0.528226754581904
"398","TC0200010264.hg.1","MFSD6","54842","major facilitator superfamily domain containing 6",0.783393801128227,6.93394254173708,3.27413038551908,0.0038502018336505,0.00812976803997501,-2.52291902804511
"399","TC0200010275.hg.1","GLS","2744","glutaminase",0.886655647609931,5.56540906253826,2.87266189209485,0.00950535098681451,0.0174541818597309,-3.38748115071343
"400","TC0200010362.hg.1","COQ10B","80219","coenzyme Q10B",-1.50135205386602,6.91106048525578,-7.76298990761656,2.04392438263619e-07,5.27538025015598e-06,7.26043982040456
"401","TC0200010374.hg.1","MARS2","92935","methionyl-tRNA synthetase 2, mitochondrial",0.778304068876116,4.48321228032192,3.26573229832564,0.00392461411990964,0.00826422845669212,-2.54137629473654
"402","TC0200010438.hg.1","NDUFB3","4709","NADH:ubiquinone oxidoreductase subunit B3",-1.63103124789391,4.97393679834748,-6.2846062447405,4.17259512824462e-06,4.31261509899108e-05,4.23957453900234
"403","TC0200010443.hg.1","CFLAR","8837","CASP8 and FADD like apoptosis regulator",-0.764925714512398,10.6838742808173,-3.73297723283972,0.00133962131560476,0.00344598348029978,-1.49742739441177
"404","TC0200010448.hg.1","STRADB","55437","STE20 related adaptor beta",2.75018371202537,9.03906971971183,8.02022082793733,1.24608228184855e-07,3.66681537715942e-06,7.75520863095743
"405","TC0200010502.hg.1","FAM117B","150864","family with sequence similarity 117 member B",2.14909962154168,7.47847904947497,8.65999983658,3.77932771148645e-08,1.66290419305404e-06,8.94601665379514
"406","TC0200010523.hg.1","CD28","940","CD28 molecule",1.94115062258132,6.73728294088818,7.16684180208437,6.65845499772873e-07,1.16966015549455e-05,6.07828202106301
"407","TC0200010582.hg.1","FASTKD2","22868","FAST kinase domains 2",0.811577507640407,3.5502165082515,2.84002445659282,0.0102174911701893,0.0185678958102475,-3.45591172085475
"408","TC0200010713.hg.1","ATIC","471","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase",1.63545685391476,4.97734058682587,5.83476599854867,1.10566280611132e-05,8.41542366430695e-05,3.26374204481402
"409","TC0200010741.hg.1","SMARCAL1","50485","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1",0.873664135495062,5.3562210434486,4.24319118834571,0.000409877830008546,0.00132793518558168,-0.333511258729638
"410","TC0200010788.hg.1","ARPC2","10109","actin related protein 2/3 complex subunit 2",-1.33731489880831,8.40551326042787,-6.54751151917216,2.38899338682249e-06,2.85197660132297e-05,4.79830788672171
"411","TC0200010795.hg.1","SLC11A1","6556","solute carrier family 11 member 1",-1.17262917826296,8.71699469331801,-3.8082056728531,0.00112529075514305,0.00298784097055224,-1.32685178565028
"412","TC0200010796.hg.1","CTDSP1","58190","CTD small phosphatase 1",0.868314061721851,6.88307752836439,3.99662598320153,0.000726654658004132,0.00211673677173965,-0.897714252632642
"413","TC0200010811.hg.1","CYP27A1","1593","cytochrome P450 family 27 subfamily A member 1",-0.779310933040324,5.42340563630406,-2.64037289806908,0.0158157235948081,0.0270324243462868,-3.86711229357471
"414","TC0200011034.hg.1","CAB39","51719","calcium binding protein 39",-1.06197880335988,7.01246225551915,-2.93113318852994,0.00834698242885336,0.0156696703865512,-3.26410703741423
"415","TC0200011080.hg.1","COPS7B","64708","COP9 signalosome subunit 7B",1.15683211479904,6.47247555577063,5.40701955345607,2.85543154091428e-05,0.000170440487325891,2.31497868949268
"416","TC0200011086.hg.1","DIS3L2","129563","DIS3 like 3'-5' exoribonuclease 2",1.14684406575655,4.6494368713793,2.49225887915247,0.0217319354073962,0.0355781508087067,-4.16298256003454
"417","TC0200011129.hg.1","SAG","6295","S-antigen visual arrestin",-0.542112352911693,3.55279955139292,-2.32284874821482,0.0310170059687808,0.0483789897284833,-4.4903828516768
"418","TC0200011219.hg.1","ACKR3","57007","atypical chemokine receptor 3",1.23749155972632,4.92487048475532,4.79832809406083,0.000113686279741947,0.00049643725180321,0.937599517085777
"419","TC0200011688.hg.1","ADAM17","6868","ADAM metallopeptidase domain 17",-1.36551994384379,6.46618094826473,-5.21347554581006,4.41457732909918e-05,0.000239529553236112,1.8799747131159
"420","TC0200011745.hg.1","ROCK2","9475","Rho associated coiled-coil containing protein kinase 2",-1.20391731209473,4.91728213016318,-4.23134145154448,0.000421306961546325,0.00135451507470009,-0.360665331285356
"421","TC0200011803.hg.1","NBAS","51594","NBAS subunit of NRZ tethering complex",0.851856452021875,4.46407650508535,2.98469217726235,0.00740610744255255,0.014127256971343,-3.15026114989507
"422","TC0200011889.hg.1","LAPTM4A","9741","lysosomal protein transmembrane 4 alpha",-0.963565960659793,9.20216623412636,-5.01632186059269,6.90577108662671e-05,0.000339544378239197,1.43381884953071
"423","TC0200011972.hg.1","WDCP","80304","WD repeat and coiled coil containing",1.14853264522437,3.81377591772311,4.35305414831157,0.000317677127231167,0.00108315005742287,-0.0816790912221643
"424","TC0200011974.hg.1","SF3B6","51639","splicing factor 3b subunit 6",-1.28674288280756,6.88454865113129,-3.93241612998206,0.000843502027045161,0.00237475890612349,-1.04421681256179
"425","TC0200011992.hg.1","DNAJC27","51277","DnaJ heat shock protein family (Hsp40) member C27",0.655988157484798,3.63279306020444,2.72534043924189,0.0131468334069454,0.0231032218866823,-3.69373894847082
"426","TC0200012072.hg.1","MPV17","4358","mitochondrial inner membrane protein MPV17",0.927084427225003,7.67928848890528,3.90122498967304,0.000906847901850348,0.00251932489870632,-1.11529339377789
"427","TC0200012073.hg.1","GTF3C2","2976","general transcription factor IIIC subunit 2",1.4282453644602,5.76169082843951,6.10735772195143,6.10749788900878e-06,5.55445674157885e-05,3.85796210424797
"428","TC0200012095.hg.1","SUPT7L","9913","SPT7 like, STAGA complex subunit gamma",1.28637211190188,7.02604818259647,4.9358983855799,8.29654103628111e-05,0.000391922490670948,1.25106498498436
"429","TC0200012161.hg.1","GALNT14","79623","polypeptide N-acetylgalactosaminyltransferase 14",-2.04821507359405,4.5988194720246,-5.11108228318523,5.56704084328671e-05,0.000285457588190728,1.64861040045043
"430","TC0200012256.hg.1","HEATR5B","54497","HEAT repeat containing 5B",0.962225067917026,6.30740426977686,3.50476410941467,0.00226944641566612,0.00522674099719714,-2.0112026417396
"431","TC0200012257.hg.1","EIF2AK2","5610","eukaryotic translation initiation factor 2 alpha kinase 2",-1.26221410130758,7.78410217226899,-2.77478779092144,0.0117970096026038,0.0209865939022062,-3.5917139639933
"432","TC0200012288.hg.1","HNRNPLL","92906","heterogeneous nuclear ribonucleoprotein L like",-0.81603756786906,5.30620419125707,-3.65562725526991,0.00160222942834657,0.00393320932994747,-1.67224193697596
"433","TC0200012307.hg.1","SOS1","6654","SOS Ras/Rac guanine nucleotide exchange factor 1",1.13937269231016,7.18644682009501,4.82927172771327,0.000105896763229981,0.000469859549301881,1.00819207166763
"434","TC0200012320.hg.1","MAP4K3","8491","mitogen-activated protein kinase kinase kinase kinase 3",1.04544536200001,4.11979687525193,3.77364283052663,0.0012191680202854,0.00319668345841007,-1.4052838098881
"435","TC0200012405.hg.1","THADA","63892","THADA armadillo repeat containing",1.25069057302278,4.95541088188786,3.00378563179917,0.00709611465408627,0.0136089870078367,-3.10949049008294
